budget,genre,keyword,original_language,production,release_date,country,runtime,revenue,status,title,vote_average,vote_count
0,Drama,camcorder,en,New Line Cinema,20-01-08,US,102,0,Released,Be Kind Rewind,6.2,424
0,Comedy,world war ii,en,,09-09-05,GB,103,0,Released,Mrs Henderson Presents,6.4,62
20000000,Action,heist,en,Worldview Entertainment,19-02-16,US,115,12639297,Released,Triple 9,5.6,797
20000000,Comedy,new york,en,Fine Line Features,26-08-97,US,96,10686841,Released,Deconstructing Harry,7.3,187
20000000,Comedy,gay,en,Village Roadshow Pictures,22-10-99,AU,98,0,Released,Three to Tango,5.4,62
20000000,Drama,london england,en,Double Feature Films,02-10-15,US,100,36606743,Released,Burnt,6.3,950
20000000,Comedy,prison,en,Paramount Pictures,15-12-89,US,106,0,Released,We're No Angels,5.6,105
20000000,Music,paris,en,Miramax Films,06-12-96,US,101,0,Released,Everyone Says I Love You,6.5,147
20000000,Action,loss of son,en,Twentieth Century Fox Film Corporation,31-08-07,US,105,16974459,Released,Death Sentence,6.5,297
21000000,Drama,family relationships,en,Miramax Films,04-12-09,US,99,0,Released,Everybody's Fine,6.5,284
0,Comedy,baby,en,Crystal Sky Worldwide,27-08-04,DE,88,9109322,Released,Superbabies: Baby Geniuses 2,1.9,35
0,Action,mistake in person,en,New Line Cinema,08-09-05,US,83,12382362,Released,The Man,5.4,133
20000000,Action,,en,New Line Cinema,05-01-07,US,84,10337477,Released,Code Name: The Cleaner,4.7,78
20000000,Comedy,gay,en,Universal Pictures,16-04-04,US,98,11341016,Released,Connie and Carla,6.4,24
8000000,Comedy,broken engagement,en,Universal Pictures,01-01-69,US,149,20000000,Released,Sweet Charity,6.5,15
20000000,Comedy,based on novel,en,Ghoulardi Film Company,25-12-14,US,148,11110975,Released,Inherent Vice,6.5,833
0,Family,,en,,24-02-06,FR,85,0,Released,Doogal,3.2,18
20000000,Music,musical,en,Screen Gems,21-09-13,US,110,16549477,Released,Battle of the Year,5.9,88
20000000,Comedy,terrorist,en,Mpower Pictures,03-10-08,US,83,7000000,Released,An American Carol,4.1,20
12000000,Action,mexico,en,Open Road Films,12-09-13,US,107,15008161,Released,Machete Kills,5.3,631
22000000,Horror,bad boss,en,New Line Cinema,14-03-03,US,100,0,Released,Willard,5.8,82
0,Comedy,tv show,en,Paramount Pictures,01-02-08,US,87,6575282,Released,Strange Wilderness,4.7,69
0,Comedy,prostitute,en,Newmarket Capital Group,03-09-99,GB,160,0,Released,Topsy-Turvy,6.7,41
20000000,Comedy,japanese,en,Metanoia Films,23-04-15,MX,106,6420319,Released,Little Boy,7,185
15000000,Drama,based on novel,en,Recorded Pictures Company,30-09-11,CH,99,27462041,Released,A Dangerous Method,6.2,571
8700000,Animation,california,en,Thousand Words,25-05-06,US,100,7659918,Released,A Scanner Darkly,6.8,532
0,Drama,wave,en,Fox 2000 Pictures,25-10-12,US,117,0,Released,Chasing Mavericks,7,216
20000000,Action,detective,en,Boll Kino Beteiligungs GmbH & Co. KG,28-01-05,CA,96,10442808,Released,Alone in the Dark,3.1,173
20000000,Comedy,new jersey,en,Summit Entertainment,06-08-09,US,111,5210988,Released,Bandslam,5.4,126
20000000,Drama,loss of husband,en,Fine Line Features,08-09-04,FR,100,0,Released,Birth,5.9,179
20000000,Crime,corruption,en,Participant Media,30-12-14,AE,125,12007070,Released,A Most Violent Year,6.5,546
0,Drama,nurse,en,Rhombus Media,17-10-08,CA,114,0,Released,Passchendaele,6.3,26
0,Drama,biography,en,Universal Pictures,07-09-08,US,119,0,Released,Flash of Genius,6.3,59
20000000,Drama,rock and roll,en,Endgame Entertainment,01-10-07,US,135,4001121,Released,I'm Not There.,6.6,195
20000000,Action,kidnapping,en,Summit Entertainment,04-04-12,US,93,16863583,Released,The Cold Light of Day,4.8,271
20000000,Adventure,con man,en,The Weinstein Company,09-09-08,US,114,5530764,Released,The Brothers Bloom,6.8,203
21000000,Drama,new york,en,Likely Story,24-10-08,US,124,0,Released,"Synecdoche, New York",7.4,278
26500000,Adventure,fight,ja,Miramax Films,12-07-97,JP,134,159375308,Released,Princess Mononoke,8.2,1983
0,Comedy,,fr,,16-04-03,FR,114,0,Released,Bon voyage,5.7,20
0,Comedy,camp,en,EMI Films,20-06-80,US,124,0,Released,Can't Stop the Music,4.9,9
2000000,Action,gallows,en,Autonomous,06-10-05,AU,104,5048693,Released,The Proposition,7.1,218
20000000,Drama,american football,en,Paul Schiff Productions,13-11-15,US,118,0,Released,My All American,6.8,36
20000000,Comedy,,en,Paramount Pictures,22-08-03,US,84,1675706,Released,Marci X,3.3,12
20000000,Action,resistance,en,Dimension Films,06-12-02,US,107,5359645,Released,Equilibrium,6.9,1552
40000000,Drama,based on true story,zh,Australian Film Finance Corporation,03-07-08,AU,125,7400000,Released,The Children of Huang Shi,6.5,52
0,Drama,corruption,en,Miramax Films,27-04-00,US,115,0,Released,The Yards,6,97
0,Family,,en,,29-08-12,US,88,0,Released,The Oogieloves in the Big Balloon Adventure,2.2,8
10000000,Drama,france,en,Plan B Entertainment,12-11-15,FR,122,3727746,Released,By the Sea,5.4,156
20000000,Animation,england,ja,Bandai Visual Company,17-07-04,JP,126,0,Released,Steamboy,6.4,102
0,Drama,sport,en,Bristol Bay Productions,01-01-05,US,101,0,Released,The Game of Their Lives,5.8,14
0,Drama,difficult childhood,en,The Weinstein Company,03-12-10,US,101,0,Released,All Good Things,5.9,286
20000000,Adventure,in love with enemy,en,Tig Productions,09-09-94,US,107,305070,Released,Rapa Nui,6.2,33
0,Comedy,little boy,cn,Columbia Pictures Film Production Asia,30-01-08,HK,86,47301471,Released,CJ7,6.1,107
0,Comedy,mephisto,fr,Gaumont,11-02-98,FR,118,0,Released,The Visitors II: The Corridors of Time,5.8,221
20000000,Action,detective,en,Hyde Park Films,16-03-11,US,107,4634062,Released,Dylan Dog: Dead of Night,4.5,139
20000000,Drama,drug addiction,en,,21-11-02,DE,100,0,Released,People I Know,5.5,48
20000000,Drama,shakespeare,en,Miramax Films,10-12-10,US,110,346594,Released,The Tempest,6,31
0,Horror,investigation,en,The Weinstein Company,01-10-15,CA,106,17671101,Released,Regression,5.3,585
0,Action,warrior woman,en,Visualizer Film Productions,03-04-08,CN,102,0,Released,Three Kingdoms: Resurrection of the Dragon,6.6,35
20000000,Crime,chicago,en,Icon Productions,27-07-07,CA,95,0,Released,Butterfly on a Wheel,6.3,130
20000000,Comedy,falcon,en,Industrial Development Corporation of South Africa,05-06-12,ZA,83,0,Released,Zambezia,5.3,68
0,Drama,mathematician,ta,Camphor Cinema,11-07-14,IN,170,0,Released,Ramanujan,5,3
0,Animation,,en,,24-01-14,US,98,0,Released,Dwegons,0.5,1
20000000,Drama,,en,Weinstein Company,26-08-16,PA,105,0,Released,Hands of Stone,6.1,109
20000000,Thriller,new year's eve,en,Nu Image Films,21-05-15,GB,96,0,Released,Survivor,5.4,404
27220000,Thriller,gun,en,Grindstone Entertainment Group,18-07-13,US,105,5496951,Released,The Frozen Ground,6.1,465
19400000,Drama,china,en,Emotion Pictures,09-12-06,CA,125,0,Released,The Painted Veil,7.1,312
27000000,Action,terror,de,Nouvelles \u00c9ditions de Films (NEF),24-09-08,CZ,150,0,Released,The Baader Meinhof Complex,7.1,157
22000000,Adventure,countryside,en,Tig Productions,09-11-90,GB,181,424208848,Released,Dances with Wolves,7.6,1046
20000000,Comedy,classroom,en,Columbia Pictures,16-05-11,US,92,216197492,Released,Bad Teacher,5.4,1584
19000000,Drama,new york,en,Universal Pictures Corporation,15-09-89,US,113,110879513,Released,Sea of Love,6.7,141
19000000,Comedy,jealousy,en,Gaylord Films,10-07-04,CA,95,70067909,Released,A Cinderella Story,6.1,713
14000000,Crime,halloween,en,Woods Entertainment,20-12-96,US,111,173046663,Released,Scream,7,1476
0,Horror,hunter,en,Columbia Pictures Corporation,26-10-01,CA,91,0,Released,Thir13en Ghosts,5.4,440
19000000,Horror,hotel,en,Hawk Films,22-05-80,US,144,44017374,Released,The Shining,8.1,3757
19000000,Adventure,clock tower,en,Universal Pictures,03-07-85,US,116,381109762,Released,Back to the Future,8,6079
19000000,Horror,lunatic asylum,en,Dark Castle Entertainment,29-10-99,US,93,40846082,Released,House on Haunted Hill,5.5,209
0,Drama,aunt,en,Lions Gate Films,11-09-09,US,113,0,Released,I Can Do Bad All By Myself,6,40
27000000,Action,new jersey,en,Cinestyle Media Group,22-07-16,US,90,0,Released,Fight Valley,3.9,8
19000000,Comedy,alcohol,en,Mandate Pictures,11-05-10,US,101,49830607,Released,The Switch,5.9,583
18000000,Comedy,venice,en,Twentieth Century Fox Film Corporation,09-01-03,DE,95,101564935,Released,Just Married,5.3,404
19100000,Drama,palace,en,Corrino Media Corporation,11-02-11,NL,109,5728213,Released,The Devil's Double,6.5,208
0,Animation,,en,Destination Films,26-07-00,GB,85,0,Released,Thomas and the Magic Railroad,4.6,8
20000000,Mystery,terror,en,Penn Station Entertainment,26-02-10,US,101,54956140,Released,The Crazies,6.2,633
15000000,Fantasy,witch,ja,Studio Ghibli,20-07-01,JP,125,274925095,Released,Spirited Away,8.3,3840
0,Action,robbery,zh,Focus Films,12-12-13,HK,110,0,Released,Firestorm,5.9,43
25000000,Action,female nudity,en,Dino De Laurentiis Company,04-05-84,US,132,8613462,Released,The Bounty,6.5,108
0,Drama,world war ii,en,Studio Babelsberg,08-11-13,DE,131,76586316,Released,The Book Thief,7.4,1486
19000000,Comedy,sex,en,Summit Entertainment,16-10-08,US,109,18755936,Released,Sex Drive,6,342
19000000,Romance,taxi,en,Universal Pictures,08-01-10,IE,100,29922472,Released,Leap Year,6.4,465
19000000,Drama,roman empire,en,Paramount Pictures,24-03-64,US,188,4750000,Released,The Fall of the Roman Empire,6,33
19000000,Comedy,becoming an adult,en,Imagine Entertainment,04-03-11,US,97,6928068,Released,Take Me Home Tonight,6.2,208
0,Drama,based on true story,en,Gran Via Productions,28-09-12,US,121,5310554,Released,Won't Back Down,5.8,40
19000000,Family,ballet,en,Warner Bros. Family Entertainment,24-11-93,US,93,2119994,Released,The Nutcracker,5.6,5
18000000,Thriller,politician,en,Fine Line Features,16-08-96,US,116,0,Released,Kansas City,6.1,12
0,Drama,based on novel,en,Likely Story,29-07-16,US,110,0,Released,Indignation,6.8,69
19000000,Horror,holy water,en,Platinum Dunes,15-04-05,US,90,108047131,Released,The Amityville Horror,6,588
19000000,Comedy,alligator,en,Beverly Detroit,06-12-02,US,114,32801173,Released,Adaptation.,7.3,638
15000000,Horror,cage,en,Universal Pictures,24-06-05,CA,93,46770602,Released,Land of the Dead,6,381
0,Action,,cn,Sun Entertainment Culture,10-03-13,HK,107,0,Released,Out of Inferno,5.8,11
18500000,Adventure,gonzo journalist,en,Universal Pictures,22-05-98,US,118,10680275,Released,Fear and Loathing in Las Vegas,7.2,1301
18500000,Comedy,,en,Media Rights Capital,13-09-09,US,100,31912793,Released,The Invention of Lying,6,518
18000000,Comedy,alcohol,en,Universal Pictures,08-05-14,US,96,268157400,Released,Neighbors,6.2,2713
23000000,Romance,dual identity,en,New Line Cinema,29-07-94,US,101,351583407,Released,The Mask,6.6,2472
18000000,Fantasy,baseball,en,Gracie Films,03-06-88,US,104,151668774,Released,Big,6.9,993
18000000,Comedy,male nudity,en,Twentieth Century Fox Film Corporation,01-11-06,US,82,261572744,Released,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.5,1579
18000000,Comedy,harvard law school,en,Marc Platt Productions,13-07-01,US,96,141774679,Released,Legally Blonde,6.1,882
18000000,Science Fiction,,en,Paramount Pictures,31-05-84,US,105,87000000,Released,Star Trek III: The Search for Spock,6.4,434
19000000,Crime,epilepsy,en,Lakeshore Entertainment,09-09-05,US,122,144216468,Released,The Exorcism of Emily Rose,6.3,659
17000000,Comedy,fish,en,Happy Madison Productions,10-12-99,US,88,65535067,Released,Deuce Bigalow: Male Gigolo,5.5,308
16000000,Thriller,airplane,en,Stoney Lake Entertainment,03-10-14,US,110,19682924,Released,Left Behind,3.7,392
0,Comedy,holiday,en,Fox 2000 Pictures,14-12-05,US,103,0,Released,The Family Stone,6.2,249
18000000,Comedy,blaxploitation,en,Metro-Goldwyn-Mayer (MGM),20-01-04,US,106,65070412,Released,Barbershop 2:  Back in Business,5.6,74
23000000,Drama,holiday,en,Columbia Pictures,26-11-03,DE,91,76488889,Released,Bad Santa,6.5,656
16500000,Science Fiction,android,en,New Line Cinema,02-05-97,DE,94,67683989,Released,Austin Powers: International Man of Mystery,6.5,1013
18000000,Romance,comedy,en,Universal Pictures,23-03-16,CA,94,88923251,Released,My Big Fat Greek Wedding 2,5.5,322
21000000,Family,based on novel,en,Fox 2000 Pictures,25-03-11,US,99,72417394,Released,Diary of a Wimpy Kid: Rodrick Rules,6.3,238
18000000,Science Fiction,central and south america,en,Twentieth Century Fox Film Corporation,11-06-87,US,107,98235548,Released,Predator,7.3,2093
18000000,Drama,italy,en,Warner Bros.,26-10-84,US,160,51973029,Released,Amadeus,7.8,1076
0,Crime,aunt,en,Alliance Films,10-04-08,US,88,14796236,Released,Prom Night,4.8,167
17000000,Comedy,female friendship,en,Paramount Pictures,30-04-04,US,97,129042871,Released,Mean Girls,6.9,2320
0,Comedy,depression,en,Timnick Films,30-04-03,IT,113,0,Released,Under the Tuscan Sun,6.4,172
19800000,Drama,servant,en,USA Films,07-11-01,DE,137,87754044,Released,Gosford Park,6.8,246
18000000,Comedy,time travel,en,American Zoetrope,05-10-86,US,103,41382841,Released,Peggy Sue Got Married,5.9,136
18000000,Drama,times square,en,Worldview Entertainment,27-08-14,US,119,103215094,Released,Birdman,7.4,4535
18000000,Comedy,san francisco,en,Perdido Productions,25-07-13,US,98,99206215,Released,Blue Jasmine,7,1098
15000000,Drama,airplane,en,Universal Pictures,28-04-06,FR,111,76286096,Released,United 93,6.9,367
18000000,Romance,new york,en,Universal Pictures,24-11-03,US,94,62646763,Released,Honey,6,303
18000000,Action,atomic bomb,en,Hollywood Pictures,24-05-96,US,81,0,Released,Spy Hard,4.9,147
1000000,Horror,prophecy,en,AVCO Embassy Pictures,08-02-80,US,89,21378361,Released,The Fog,6.4,311
18000000,Action,competition,en,Mandalay Pictures,08-04-11,US,106,47088990,Released,Soul Surfer,6.9,342
18000000,War,world war ii,en,Paramount Pictures,24-06-70,US,121,24911670,Released,Catch-22,6.7,72
0,Comedy,robbery,en,Legendary Pictures,10-04-09,US,86,24007324,Released,Observe and Report,5.6,225
18000000,Adventure,swordplay,en,De Laurentiis Entertainment Group,29-06-84,US,103,100000000,Released,Conan the Destroyer,5.8,383
18000000,Drama,transporter,en,United Artists,14-11-80,US,129,23000000,Released,Raging Bull,7.7,938
18000000,Drama,hotel,en,Universal Pictures,18-09-09,CA,109,36133014,Released,Love Happens,5.6,180
18000000,Action,london england,en,Paramount Pictures,04-12-85,US,109,0,Released,Young Sherlock Holmes,6.7,167
0,Music,musical,en,United Artists,01-01-09,US,107,0,Released,Fame,5.5,135
18000000,Adventure,mountains,en,Fox Searchlight Pictures,05-11-10,GB,94,35692920,Released,127 Hours,7,2606
0,Action,bank,en,DreamWorks SKG,19-05-00,US,94,0,Released,Small Time Crooks,6.4,155
18000000,Drama,new york,en,Columbia Pictures,12-05-00,US,115,17200925,Released,Center Stage,6.8,90
17000000,Comedy,big family,en,Imagine Entertainment,12-11-15,US,107,24000000,Released,Love the Coopers,5.4,167
18000000,Family,bank robbery,en,Fox 2000 Pictures,06-02-04,US,92,16702864,Released,Catch That Kid,4.9,76
18000000,Drama,father son relationship,en,New Line Cinema,25-10-01,US,125,0,Released,Life as a House,7.2,120
30000000,Drama,biography,en,Universal Pictures,09-10-15,US,122,34441873,Released,Steve Jobs,6.8,1573
18000000,Comedy,virgin,en,Ingenious Film Partners,10-07-09,CA,102,0,Released,"I Love You, Beth Cooper",5.1,197
18000000,Drama,based on novel,en,Dimension Films,11-09-09,US,87,0,Released,Youth in Revolt,5.9,319
18000000,Action,lone ranger,en,ITC Entertainment,20-08-81,US,98,2945600,Released,The Legend of the Lone Ranger,3.7,14
21000000,Drama,dancing,en,Columbia Pictures,11-02-01,IE,109,28008462,Released,The Tailor of Panama,6.2,92
18000000,Drama,audio tape,en,Cinema 77,24-07-81,US,108,12000000,Released,Blow Out,7.3,236
18000000,Action,,en,Dark Castle Entertainment,29-08-13,BG,90,10501938,Released,Getaway,4.9,246
18000000,Drama,based on novel,en,Fox Searchlight Pictures,27-09-97,FR,112,8038061,Released,The Ice Storm,6.9,176
18000000,Comedy,grandfather granddaughter relationship,en,Castle Rock Entertainment,20-07-14,US,94,25312387,Released,And So It Goes,5.7,164
0,Adventure,wilderness,en,Columbia Pictures,22-03-89,US,105,0,Released,Troop Beverly Hills,5.6,56
0,Comedy,,en,Serendipity Point Films,03-09-04,,104,0,Released,Being Julia,6.4,23
17000000,Drama,sexual obsession,en,Metro-Goldwyn-Mayer (MGM),14-02-86,US,117,6735922,Released,Nine 1/2 Weeks,5.8,177
18000000,Fantasy,secret identity,en,Paramount Pictures,26-06-81,GB,108,14110013,Released,Dragonslayer,6.5,67
0,Drama,duringcreditsstinger,en,Zephyr Films,04-09-09,GB,112,0,Released,The Last Station,6.7,55
18000000,Comedy,individual,en,Touchstone Pictures,27-09-94,US,127,5887457,Released,Ed Wood,7.3,630
18000000,Drama,escaped convict,en,Mr. Mudd Production,27-12-13,US,111,20275812,Released,Labor Day,6.7,299
18000000,History,mongolia,ru,Kinokompaniya CTB,20-09-07,RU,120,26527510,Released,Mongol: The Rise of Genghis Khan,6.5,158
18000000,Action,london england,en,StudioCanal,04-09-08,GB,114,25739015,Released,RockNRolla,6.9,836
0,Adventure,dictator,en,Golden Harvest Company,25-06-82,HK,99,0,Released,Megaforce,3.5,15
0,Drama,mother,en,Castle Rock Entertainment,25-12-96,GB,242,0,Released,Hamlet,7.3,117
25000000,Drama,costume,en,Great Scott Productions Pty. Ltd.,01-10-09,AU,117,20719451,Released,Mao's Last Dancer,6.8,28
18000000,Adventure,father son relationship,en,Warner Bros.,18-02-16,US,112,6212282,Released,Midnight Special,6.2,694
0,Comedy,psychoanalysis,en,DreamWorks SKG,27-08-03,GB,108,0,Released,Anything Else,6.2,149
18000000,Drama,post traumatic stress  disorder,en,Archer Street Productions,26-12-13,AU,116,22309223,Released,The Railway Man,6.7,273
15238800,Crime,germany,de,Les Films du Losange,21-05-09,AT,144,0,Released,The White Ribbon,7.2,255
0,Horror,,en,,03-05-16,,90,0,Released,Restoration,5.3,11
2700000,Romance,male nudity,en,New Century Entertainment Corporation,21-11-86,US,93,3500000,Released,The Wraith,5.9,108
18000000,Drama,dual identity,en,Castle Rock Entertainment,01-01-02,US,103,676698,Released,Salton Sea,7,104
18000000,Music,heavy metal,en,Exclusive Media Group,25-09-13,US,93,7972967,Released,Metallica: Through the Never,6.7,83
18000000,Drama,sex,en,Senator Entertainment Co,05-11-08,DE,98,382174,Released,The Informers,4.4,60
18000000,Crime,gun,en,Egoli Tossell Film AG,19-05-10,FR,338,871279,Released,Carlos,6.7,50
18000000,Thriller,,en,Central-Europa Film,14-05-09,FR,114,0,Released,I Come with the Rain,5.6,20
